TRIP_ID,GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE,FEMALE
6788,3,1,1,755,3,1,1,2,1,2,1,2,0,17,10,1,1,1,237,83,120,105,99,20,0,128,76,3,0
6789,3,1,1,755,3,1,1,2,1,2,1,2,0,17,10,1,1,1,201,83,60,105,99,10,0,208,123,2,0
6790,3,1,1,755,3,1,1,2,1,2,1,2,0,17,10,1,1,1,201,92,120,105,105,30,0,128,123,3,0
6791,3,1,1,755,3,1,1,2,1,2,1,2,0,17,10,1,1,1,183,92,60,105,105,20,0,208,95,2,0
6792,3,1,1,755,3,1,1,2,1,2,1,2,0,17,10,1,1,1,183,110,60,97,122,10,0,160,76,2,0
6793,3,1,1,755,3,1,1,2,1,2,1,2,0,17,10,1,1,1,183,92,120,91,109,20,0,160,123,2,0
6794,3,1,1,755,3,1,1,2,1,2,1,2,0,17,10,1,1,1,201,110,30,105,140,20,0,160,123,2,0
6795,3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,206,92,30,73,105,10,0,200,88,2,0
6796,3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,206,92,120,65,127,10,0,260,143,2,0
6797,3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,206,83,30,59,118,20,0,260,110,2,0
6798,3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,157,83,60,59,118,30,0,160,143,2,0
6799,3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,173,92,30,59,109,30,0,260,88,2,0
6800,3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,173,83,30,65,97,10,0,160,110,2,0
6801,3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,173,110,60,59,118,20,0,160,88,2,0
6802,3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,206,110,30,65,127,30,0,160,143,2,0
6803,3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,173,92,60,65,127,30,0,200,110,2,0
6804,3,1,1,757,3,1,1,2,1,2,1,2,0,22,17,1,1,1,277,99,30,141,109,10,0,200,88,2,0
6805,3,1,1,757,3,1,1,2,1,2,1,2,0,22,17,1,1,1,277,99,120,133,133,10,0,260,143,2,0
6806,3,1,1,757,3,1,1,2,1,2,1,2,0,22,17,1,1,1,277,89,30,127,122,20,0,260,110,2,0
6807,3,1,1,757,3,1,1,2,1,2,1,2,0,22,17,1,1,1,217,89,60,127,122,30,0,160,143,3,0
6808,3,1,1,757,3,1,1,2,1,2,1,2,0,22,17,1,1,1,237,99,30,127,118,30,0,260,88,2,0
6809,3,1,1,757,3,1,1,2,1,2,1,2,0,22,17,1,1,1,237,89,30,133,105,10,0,160,110,3,0
6810,3,1,1,757,3,1,1,2,1,2,1,2,0,22,17,1,1,1,237,119,60,127,127,20,0,160,88,3,0
6811,3,1,1,757,3,1,1,2,1,2,1,2,0,22,17,1,1,1,277,119,30,133,133,30,0,160,143,3,0
6812,3,1,1,757,3,1,1,2,1,2,1,2,0,22,17,1,1,1,237,99,60,133,133,30,0,200,110,2,0
6813,3,1,1,758,3,1,1,2,1,2,1,3,0,20,2,1,1,1,185,101,120,101,105,30,0,180,105,2,0
6814,3,1,1,758,3,1,1,2,1,2,1,3,0,20,2,1,1,1,141,76,120,104,84,30,0,234,84,2,0
6815,3,1,1,758,3,1,1,2,1,2,1,3,0,20,2,1,1,1,185,76,120,108,88,20,0,144,84,2,0
6816,3,1,1,758,3,1,1,2,1,2,1,3,0,20,2,1,1,1,156,76,60,108,88,10,0,234,136,2,0
6817,3,1,1,758,3,1,1,2,1,2,1,3,0,20,2,1,1,1,156,84,120,108,90,30,0,144,136,2,0
6818,3,1,1,758,3,1,1,2,1,2,1,3,0,20,2,1,1,1,141,84,60,108,90,20,0,234,105,2,0
6819,3,1,1,758,3,1,1,2,1,2,1,3,0,20,2,1,1,1,141,101,60,104,109,10,0,180,84,2,0
6820,3,1,1,758,3,1,1,2,1,2,1,3,0,20,2,1,1,1,141,84,120,101,94,20,0,180,136,2,0
6821,3,1,1,758,3,1,1,2,1,2,1,3,0,20,2,1,1,1,156,101,30,108,118,20,0,180,136,2,0
6822,3,1,1,759,3,1,1,2,1,2,1,4,0,20,25,1,1,1,288,112,30,123,127,10,0,220,124,2,0
6823,3,1,1,759,3,1,1,2,1,2,1,4,0,20,25,1,1,1,288,112,120,113,155,10,0,286,201,2,0
6824,3,1,1,759,3,1,1,2,1,2,1,4,0,20,25,1,1,1,288,101,30,105,140,20,0,286,155,2,0
6825,3,1,1,759,3,1,1,2,1,2,1,4,0,20,25,1,1,1,219,101,60,105,140,30,0,176,201,2,0
6826,3,1,1,759,3,1,1,2,1,2,1,4,0,20,25,1,1,1,242,112,30,105,137,30,0,286,124,2,0
6827,3,1,1,759,3,1,1,2,1,2,1,4,0,20,25,1,1,1,242,101,30,113,118,10,0,176,155,3,0
6828,3,1,1,759,3,1,1,2,1,2,1,4,0,20,25,1,1,1,242,134,60,105,146,20,0,176,124,3,0
6829,3,1,1,759,3,1,1,2,1,2,1,4,0,20,25,1,1,1,288,134,30,113,155,30,0,176,201,2,0
6830,3,1,1,759,3,1,1,2,1,2,1,4,0,20,25,1,1,1,242,112,60,113,155,30,0,220,155,2,0
6831,3,1,1,760,3,1,1,2,1,3,1,2,0,2,17,1,1,1,240,108,120,83,118,30,0,160,105,2,0
6832,3,1,1,760,3,1,1,2,1,3,1,2,0,2,17,1,1,1,183,81,120,89,94,30,0,208,84,2,0
6833,3,1,1,760,3,1,1,2,1,3,1,2,0,2,17,1,1,1,240,81,120,97,99,20,0,128,84,3,0
6834,3,1,1,760,3,1,1,2,1,3,1,2,0,2,17,1,1,1,202,81,60,97,99,10,0,208,136,2,0
6835,3,1,1,760,3,1,1,2,1,3,1,2,0,2,17,1,1,1,202,90,120,97,105,30,0,128,136,3,0
6836,3,1,1,760,3,1,1,2,1,3,1,2,0,2,17,1,1,1,183,90,60,97,105,20,0,208,105,2,0
6837,3,1,1,760,3,1,1,2,1,3,1,2,0,2,17,1,1,1,183,108,60,89,122,10,0,160,84,3,0
6838,3,1,1,760,3,1,1,2,1,3,1,2,0,2,17,1,1,1,183,90,120,83,109,20,0,160,136,2,0
6839,3,1,1,760,3,1,1,2,1,3,1,2,0,2,17,1,1,1,202,108,30,97,140,20,0,160,136,2,0
6840,3,1,1,761,3,1,1,2,1,3,1,2,0,14,22,1,1,1,299,134,120,140,140,30,0,210,135,2,0
6841,3,1,1,761,3,1,1,2,1,3,1,2,0,14,22,1,1,1,231,101,120,146,112,30,0,273,108,2,0
6842,3,1,1,761,3,1,1,2,1,3,1,2,0,14,22,1,1,1,299,101,120,154,118,20,0,168,108,2,0
6843,3,1,1,761,3,1,1,2,1,3,1,2,0,14,22,1,1,1,254,101,60,154,118,10,0,273,175,2,0
6844,3,1,1,761,3,1,1,2,1,3,1,2,0,14,22,1,1,1,254,112,120,154,122,30,0,168,175,2,0
6845,3,1,1,761,3,1,1,2,1,3,1,2,0,14,22,1,1,1,231,112,60,154,122,20,0,273,135,2,0
6846,3,1,1,761,3,1,1,2,1,3,1,2,0,14,22,1,1,1,231,134,60,146,146,10,0,210,108,2,0
6847,3,1,1,761,3,1,1,2,1,3,1,2,0,14,22,1,1,1,231,112,120,140,127,20,0,210,175,2,0
6848,3,1,1,761,3,1,1,2,1,3,1,2,0,14,22,1,1,1,254,134,30,154,168,20,0,210,175,2,0
6849,3,1,1,762,3,1,1,2,1,3,1,2,0,22,2,1,1,1,163,78,120,83,78,30,0,100,60,2,0
6850,3,1,1,762,3,1,1,2,1,3,1,2,0,22,2,1,1,1,130,58,120,86,65,30,0,130,48,2,0
6851,3,1,1,762,3,1,1,2,1,3,1,2,0,22,2,1,1,1,163,58,120,90,68,20,0,80,48,3,0
6852,3,1,1,762,3,1,1,2,1,3,1,2,0,22,2,1,1,1,141,58,60,90,68,10,0,130,78,2,0
6853,3,1,1,762,3,1,1,2,1,3,1,2,0,22,2,1,1,1,141,65,120,90,68,30,0,80,78,2,0
6854,3,1,1,762,3,1,1,2,1,3,1,2,0,22,2,1,1,1,130,65,60,90,68,20,0,130,60,2,0
6855,3,1,1,762,3,1,1,2,1,3,1,2,0,22,2,1,1,1,130,78,60,86,81,10,0,100,48,2,0
6856,3,1,1,762,3,1,1,2,1,3,1,2,0,22,2,1,1,1,130,65,120,83,71,20,0,100,78,3,0
6857,3,1,1,762,3,1,1,2,1,3,1,2,0,22,2,1,1,1,141,78,30,90,90,20,0,100,78,3,0
6858,3,1,1,763,3,1,1,2,1,3,1,2,0,25,17,1,1,1,336,122,30,109,140,10,0,270,136,2,0
6859,3,1,1,763,3,1,1,2,1,3,1,2,0,25,17,1,1,1,336,122,120,95,178,10,0,351,221,2,0
6860,3,1,1,763,3,1,1,2,1,3,1,2,0,25,17,1,1,1,336,110,30,84,165,20,0,351,170,2,0
6861,3,1,1,763,3,1,1,2,1,3,1,2,0,25,17,1,1,1,257,110,60,84,165,30,0,216,221,3,0
6862,3,1,1,763,3,1,1,2,1,3,1,2,0,25,17,1,1,1,283,122,30,84,150,30,0,351,136,2,0
6863,3,1,1,763,3,1,1,2,1,3,1,2,0,25,17,1,1,1,283,110,30,95,133,10,0,216,170,3,0
6864,3,1,1,763,3,1,1,2,1,3,1,2,0,25,17,1,1,1,283,146,60,84,165,20,0,216,136,3,0
6865,3,1,1,763,3,1,1,2,1,3,1,2,0,25,17,1,1,1,336,146,30,95,174,30,0,216,221,3,0
6866,3,1,1,763,3,1,1,2,1,3,1,2,0,25,17,1,1,1,283,122,60,95,178,30,0,270,170,2,0
6867,3,1,1,764,3,1,1,2,1,3,1,3,0,1,22,1,1,1,196,110,120,88,127,20,0,208,135,3,0
6868,3,1,1,764,3,1,1,2,1,3,1,3,0,1,22,1,1,1,177,110,30,82,118,10,0,208,175,2,0
6869,3,1,1,764,3,1,1,2,1,3,1,3,0,1,22,1,1,1,233,110,60,96,146,30,0,208,108,3,0
6870,3,1,1,764,3,1,1,2,1,3,1,3,0,1,22,1,1,1,177,92,30,88,127,20,0,128,108,3,0
6871,3,1,1,764,3,1,1,2,1,3,1,3,0,1,22,1,1,1,233,83,60,88,97,20,0,160,175,3,0
6872,3,1,1,764,3,1,1,2,1,3,1,3,0,1,22,1,1,1,196,83,120,82,118,10,0,160,108,3,0
6873,3,1,1,764,3,1,1,2,1,3,1,3,0,1,22,1,1,1,177,110,120,96,146,10,0,128,135,3,0
6874,3,1,1,764,3,1,1,2,1,3,1,3,0,1,22,1,1,1,177,83,30,96,105,30,0,160,135,3,0
6875,3,1,1,764,3,1,1,2,1,3,1,3,0,1,22,1,1,1,233,92,60,82,109,10,0,128,135,3,0
6876,3,1,1,765,3,1,1,2,1,3,1,3,0,2,1,1,1,1,114,65,30,46,71,10,0,90,44,2,0
6877,3,1,1,765,3,1,1,2,1,3,1,3,0,2,1,1,1,1,114,65,120,42,84,10,0,117,71,2,0
6878,3,1,1,765,3,1,1,2,1,3,1,3,0,2,1,1,1,1,114,58,30,39,81,20,0,117,55,2,0
6879,3,1,1,765,3,1,1,2,1,3,1,3,0,2,1,1,1,1,88,58,60,39,81,30,0,72,71,2,0
6880,3,1,1,765,3,1,1,2,1,3,1,3,0,2,1,1,1,1,97,65,30,39,76,30,0,117,44,2,0
6881,3,1,1,765,3,1,1,2,1,3,1,3,0,2,1,1,1,1,97,58,30,42,68,10,0,72,55,2,0
6882,3,1,1,765,3,1,1,2,1,3,1,3,0,2,1,1,1,1,97,78,60,39,81,20,0,72,44,2,0
6883,3,1,1,765,3,1,1,2,1,3,1,3,0,2,1,1,1,1,114,78,30,42,84,30,0,72,71,2,0
6884,3,1,1,765,3,1,1,2,1,3,1,3,0,2,1,1,1,1,97,65,60,42,84,30,0,90,55,2,0
6885,3,1,1,766,3,1,1,2,1,3,1,3,0,2,1,1,1,1,147,71,30,73,78,10,0,90,44,3,0
6886,3,1,1,766,3,1,1,2,1,3,1,3,0,2,1,1,1,1,147,71,120,69,90,10,0,117,71,2,0
6887,3,1,1,766,3,1,1,2,1,3,1,3,0,2,1,1,1,1,147,64,30,66,84,20,0,117,55,2,0
6888,3,1,1,766,3,1,1,2,1,3,1,3,0,2,1,1,1,1,113,64,60,66,84,30,0,72,71,3,0
6889,3,1,1,766,3,1,1,2,1,3,1,3,0,2,1,1,1,1,124,71,30,66,81,30,0,117,44,2,0
6890,3,1,1,766,3,1,1,2,1,3,1,3,0,2,1,1,1,1,124,64,30,69,74,10,0,72,55,3,0
6891,3,1,1,766,3,1,1,2,1,3,1,3,0,2,1,1,1,1,124,85,60,66,88,20,0,72,44,3,0
6892,3,1,1,766,3,1,1,2,1,3,1,3,0,2,1,1,1,1,147,85,30,69,90,30,0,72,71,3,0
6893,3,1,1,766,3,1,1,2,1,3,1,3,0,2,1,1,1,1,124,71,60,69,90,30,0,90,55,3,0
6894,3,1,1,767,3,1,1,2,1,3,1,3,0,2,14,1,1,1,180,78,30,99,84,10,0,110,56,3,0
6895,3,1,1,767,3,1,1,2,1,3,1,3,0,2,14,1,1,1,180,78,120,95,99,10,0,143,91,2,0
6896,3,1,1,767,3,1,1,2,1,3,1,3,0,2,14,1,1,1,180,70,30,92,92,20,0,143,70,2,0
6897,3,1,1,767,3,1,1,2,1,3,1,3,0,2,14,1,1,1,135,70,60,92,92,30,0,88,91,2,0
6898,3,1,1,767,3,1,1,2,1,3,1,3,0,2,14,1,1,1,150,78,30,92,88,30,0,143,56,2,0
6899,3,1,1,767,3,1,1,2,1,3,1,3,0,2,14,1,1,1,150,70,30,95,81,10,0,88,70,2,0
6900,3,1,1,767,3,1,1,2,1,3,1,3,0,2,14,1,1,1,150,94,60,92,94,20,0,88,56,3,0
6901,3,1,1,767,3,1,1,2,1,3,1,3,0,2,14,1,1,1,180,94,30,95,99,30,0,88,91,2,0
6902,3,1,1,767,3,1,1,2,1,3,1,3,0,2,14,1,1,1,150,78,60,95,99,30,0,110,70,2,0
6903,3,1,1,768,3,1,1,2,1,3,1,3,0,2,17,1,1,1,209,81,30,127,84,10,0,190,92,2,0
6904,3,1,1,768,3,1,1,2,1,3,1,3,0,2,17,1,1,1,209,81,120,123,92,10,0,247,149,2,0
6905,3,1,1,768,3,1,1,2,1,3,1,3,0,2,17,1,1,1,209,73,30,120,88,20,0,247,115,2,0
6906,3,1,1,768,3,1,1,2,1,3,1,3,0,2,17,1,1,1,159,73,60,120,88,30,0,152,149,2,0
6907,3,1,1,768,3,1,1,2,1,3,1,3,0,2,17,1,1,1,176,81,30,120,88,30,0,247,92,2,0
6908,3,1,1,768,3,1,1,2,1,3,1,3,0,2,17,1,1,1,176,73,30,123,81,10,0,152,115,2,0
6909,3,1,1,768,3,1,1,2,1,3,1,3,0,2,17,1,1,1,176,97,60,120,97,20,0,152,92,2,0
6910,3,1,1,768,3,1,1,2,1,3,1,3,0,2,17,1,1,1,209,97,30,123,99,30,0,152,149,2,0
6911,3,1,1,768,3,1,1,2,1,3,1,3,0,2,17,1,1,1,176,81,60,123,92,30,0,190,115,2,0
6912,3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,162,94,120,86,105,20,0,195,115,2,0
6913,3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,148,94,30,81,97,10,0,195,149,2,0
6914,3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,191,94,60,92,112,30,0,195,92,2,0
6915,3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,148,78,30,86,99,20,0,120,92,3,0
6916,3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,191,70,60,86,81,20,0,150,149,2,0
6917,3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,162,70,120,81,92,10,0,150,92,2,0
6918,3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,148,94,120,92,112,10,0,120,115,3,0
6919,3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,148,70,30,92,84,30,0,150,115,2,0
6920,3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,191,78,60,81,90,10,0,120,115,2,0
6921,3,1,1,770,3,1,1,2,1,3,1,3,0,2,25,1,1,1,229,76,30,126,84,10,0,150,80,2,0
6922,3,1,1,770,3,1,1,2,1,3,1,3,0,2,25,1,1,1,229,76,120,120,99,10,0,195,130,2,0
6923,3,1,1,770,3,1,1,2,1,3,1,3,0,2,25,1,1,1,229,68,30,115,92,20,0,195,100,3,0
6924,3,1,1,770,3,1,1,2,1,3,1,3,0,2,25,1,1,1,180,68,60,115,92,30,0,120,130,3,0
6925,3,1,1,770,3,1,1,2,1,3,1,3,0,2,25,1,1,1,196,76,30,115,88,30,0,195,80,2,0
6926,3,1,1,770,3,1,1,2,1,3,1,3,0,2,25,1,1,1,196,68,30,120,78,10,0,120,100,3,0
6927,3,1,1,770,3,1,1,2,1,3,1,3,0,2,25,1,1,1,196,91,60,115,94,20,0,120,80,3,0
6928,3,1,1,770,3,1,1,2,1,3,1,3,0,2,25,1,1,1,229,91,30,120,99,30,0,120,130,3,0
6929,3,1,1,770,3,1,1,2,1,3,1,3,0,2,25,1,1,1,196,76,60,120,99,30,0,150,100,2,0
6930,3,1,1,771,3,1,1,2,1,3,1,3,0,22,1,1,1,1,159,94,120,116,99,20,0,208,80,3,0
6931,3,1,1,771,3,1,1,2,1,3,1,3,0,22,1,1,1,1,147,94,30,113,97,10,0,208,104,3,0
6932,3,1,1,771,3,1,1,2,1,3,1,3,0,22,1,1,1,1,183,94,60,120,112,30,0,208,64,3,0
6933,3,1,1,771,3,1,1,2,1,3,1,3,0,22,1,1,1,1,147,78,30,116,99,20,0,128,64,3,0
6934,3,1,1,771,3,1,1,2,1,3,1,3,0,22,1,1,1,1,183,70,60,116,81,20,0,160,104,3,0
6935,3,1,1,771,3,1,1,2,1,3,1,3,0,22,1,1,1,1,159,70,120,113,92,10,0,160,64,3,0
6936,3,1,1,771,3,1,1,2,1,3,1,3,0,22,1,1,1,1,147,94,120,120,112,10,0,128,80,3,0
6937,3,1,1,771,3,1,1,2,1,3,1,3,0,22,1,1,1,1,147,70,30,120,84,30,0,160,80,3,0
6938,3,1,1,771,3,1,1,2,1,3,1,3,0,22,1,1,1,1,183,78,60,113,88,10,0,128,80,3,0
6939,3,1,1,772,3,1,1,2,1,3,1,3,0,22,1,1,1,1,207,126,120,103,137,20,0,247,140,2,0
6940,3,1,1,772,3,1,1,2,1,3,1,3,0,22,1,1,1,1,186,126,30,97,133,10,0,247,182,2,0
6941,3,1,1,772,3,1,1,2,1,3,1,3,0,22,1,1,1,1,248,126,60,111,161,30,0,247,112,2,0
6942,3,1,1,772,3,1,1,2,1,3,1,3,0,22,1,1,1,1,186,105,30,103,137,20,0,152,112,2,0
6943,3,1,1,772,3,1,1,2,1,3,1,3,0,22,1,1,1,1,248,94,60,103,105,20,0,190,182,2,0
6944,3,1,1,772,3,1,1,2,1,3,1,3,0,22,1,1,1,1,207,94,120,97,127,10,0,190,112,2,0
6945,3,1,1,772,3,1,1,2,1,3,1,3,0,22,1,1,1,1,186,126,120,111,161,10,0,152,140,2,0
6946,3,1,1,772,3,1,1,2,1,3,1,3,0,22,1,1,1,1,186,94,30,111,112,30,0,190,140,2,0
6947,3,1,1,772,3,1,1,2,1,3,1,3,0,22,1,1,1,1,248,105,60,97,118,10,0,152,140,2,0
6948,3,1,1,773,3,1,1,2,1,3,1,3,0,22,1,1,1,1,315,94,30,167,109,10,0,170,88,3,0
6949,3,1,1,773,3,1,1,2,1,3,1,3,0,22,1,1,1,1,315,94,120,159,127,10,0,221,143,2,0
6950,3,1,1,773,3,1,1,2,1,3,1,3,0,22,1,1,1,1,315,85,30,153,118,20,0,221,110,2,0
6951,3,1,1,773,3,1,1,2,1,3,1,3,0,22,1,1,1,1,237,85,60,153,118,30,0,136,143,3,0
6952,3,1,1,773,3,1,1,2,1,3,1,3,0,22,1,1,1,1,263,94,30,153,112,30,0,221,88,2,0
6953,3,1,1,773,3,1,1,2,1,3,1,3,0,22,1,1,1,1,263,85,30,159,97,10,0,136,110,2,0
6954,3,1,1,773,3,1,1,2,1,3,1,3,0,22,1,1,1,1,263,113,60,153,122,20,0,136,88,3,0
6955,3,1,1,773,3,1,1,2,1,3,1,3,0,22,1,1,1,1,315,113,30,159,127,30,0,136,143,3,0
6956,3,1,1,773,3,1,1,2,1,3,1,3,0,22,1,1,1,1,263,94,60,159,127,30,0,170,110,3,0
6957,3,1,1,774,3,1,1,2,1,3,1,3,0,22,1,1,1,1,231,97,30,95,109,10,0,180,92,2,0
6958,3,1,1,774,3,1,1,2,1,3,1,3,0,22,1,1,1,1,231,97,120,87,133,10,0,234,149,2,0
6959,3,1,1,774,3,1,1,2,1,3,1,3,0,22,1,1,1,1,231,87,30,81,122,20,0,234,115,2,0
6960,3,1,1,774,3,1,1,2,1,3,1,3,0,22,1,1,1,1,177,87,60,81,122,30,0,144,149,3,0
6961,3,1,1,774,3,1,1,2,1,3,1,3,0,22,1,1,1,1,195,97,30,81,112,30,0,234,92,2,0
6962,3,1,1,774,3,1,1,2,1,3,1,3,0,22,1,1,1,1,195,87,30,87,99,10,0,144,115,3,0
6963,3,1,1,774,3,1,1,2,1,3,1,3,0,22,1,1,1,1,195,116,60,81,122,20,0,144,92,3,0
6964,3,1,1,774,3,1,1,2,1,3,1,3,0,22,1,1,1,1,231,116,30,87,133,30,0,144,149,3,0
6965,3,1,1,774,3,1,1,2,1,3,1,3,0,22,1,1,1,1,195,97,60,87,133,30,0,180,115,2,0
6966,3,1,1,775,3,1,1,2,1,3,1,3,0,22,17,1,1,1,247,131,120,80,150,20,0,338,120,2,0
6967,3,1,1,775,3,1,1,2,1,3,1,3,0,22,17,1,1,1,224,131,30,71,140,10,0,338,156,2,0
6968,3,1,1,775,3,1,1,2,1,3,1,3,0,22,17,1,1,1,292,131,60,92,178,30,0,338,96,3,0
6969,3,1,1,775,3,1,1,2,1,3,1,3,0,22,17,1,1,1,224,109,30,80,155,20,0,208,96,3,0
6970,3,1,1,775,3,1,1,2,1,3,1,3,0,22,17,1,1,1,292,98,60,80,112,20,0,260,156,2,0
6971,3,1,1,775,3,1,1,2,1,3,1,3,0,22,17,1,1,1,247,98,120,71,140,10,0,260,96,2,0
6972,3,1,1,775,3,1,1,2,1,3,1,3,0,22,17,1,1,1,224,131,120,92,178,10,0,208,120,3,0
6973,3,1,1,775,3,1,1,2,1,3,1,3,0,22,17,1,1,1,224,98,30,92,122,30,0,260,120,3,0
6974,3,1,1,775,3,1,1,2,1,3,1,3,0,22,17,1,1,1,292,109,60,71,133,10,0,208,120,2,0
6975,3,1,1,776,3,1,1,2,1,3,1,4,0,20,2,1,1,1,183,94,120,104,97,30,0,130,80,2,0
6976,3,1,1,776,3,1,1,2,1,3,1,4,0,20,2,1,1,1,144,70,120,107,81,30,0,169,64,2,0
6977,3,1,1,776,3,1,1,2,1,3,1,4,0,20,2,1,1,1,183,70,120,111,84,20,0,104,64,3,0
6978,3,1,1,776,3,1,1,2,1,3,1,4,0,20,2,1,1,1,157,70,60,111,84,10,0,169,104,2,0
6979,3,1,1,776,3,1,1,2,1,3,1,4,0,20,2,1,1,1,157,78,120,111,84,30,0,104,104,2,0
6980,3,1,1,776,3,1,1,2,1,3,1,4,0,20,2,1,1,1,144,78,60,111,84,20,0,169,80,2,0
6981,3,1,1,776,3,1,1,2,1,3,1,4,0,20,2,1,1,1,144,94,60,107,99,10,0,130,64,3,0
6982,3,1,1,776,3,1,1,2,1,3,1,4,0,20,2,1,1,1,144,78,120,104,88,20,0,130,104,2,0
6983,3,1,1,776,3,1,1,2,1,3,1,4,0,20,2,1,1,1,157,94,30,111,112,20,0,130,104,2,0
6984,3,1,1,777,3,1,1,2,1,4,1,2,0,2,1,1,1,1,154,89,120,70,90,30,0,110,65,3,0
6985,3,1,1,777,3,1,1,2,1,4,1,2,0,2,1,1,1,1,115,67,120,73,76,30,0,143,52,2,0
6986,3,1,1,777,3,1,1,2,1,4,1,2,0,2,1,1,1,1,154,67,120,77,78,20,0,88,52,3,0
6987,3,1,1,777,3,1,1,2,1,4,1,2,0,2,1,1,1,1,128,67,60,77,78,10,0,143,84,2,0
6988,3,1,1,777,3,1,1,2,1,4,1,2,0,2,1,1,1,1,128,74,120,77,81,30,0,88,84,3,0
6989,3,1,1,777,3,1,1,2,1,4,1,2,0,2,1,1,1,1,115,74,60,77,81,20,0,143,65,2,0
6990,3,1,1,777,3,1,1,2,1,4,1,2,0,2,1,1,1,1,115,89,60,73,94,10,0,110,52,3,0
6991,3,1,1,777,3,1,1,2,1,4,1,2,0,2,1,1,1,1,115,74,120,70,84,20,0,110,84,2,0
6992,3,1,1,777,3,1,1,2,1,4,1,2,0,2,1,1,1,1,128,89,30,77,109,20,0,110,84,2,0
6993,3,1,1,778,3,1,1,2,1,4,1,2,0,2,17,1,1,1,238,110,120,81,118,30,0,170,115,2,0
6994,3,1,1,778,3,1,1,2,1,4,1,2,0,2,17,1,1,1,181,83,120,87,94,30,0,221,92,2,0
6995,3,1,1,778,3,1,1,2,1,4,1,2,0,2,17,1,1,1,238,83,120,95,99,20,0,136,92,2,0
6996,3,1,1,778,3,1,1,2,1,4,1,2,0,2,17,1,1,1,200,83,60,95,99,10,0,221,149,2,0
6997,3,1,1,778,3,1,1,2,1,4,1,2,0,2,17,1,1,1,200,92,120,95,105,30,0,136,149,2,0
6998,3,1,1,778,3,1,1,2,1,4,1,2,0,2,17,1,1,1,181,92,60,95,105,20,0,221,115,2,0
6999,3,1,1,778,3,1,1,2,1,4,1,2,0,2,17,1,1,1,181,110,60,87,122,10,0,170,92,2,0
7000,3,1,1,778,3,1,1,2,1,4,1,2,0,2,17,1,1,1,181,92,120,81,109,20,0,170,149,2,0
7001,3,1,1,778,3,1,1,2,1,4,1,2,0,2,17,1,1,1,200,110,30,95,146,20,0,170,149,2,0
7002,3,1,1,779,3,1,1,2,1,4,1,2,0,2,17,1,1,1,218,84,30,78,97,10,0,180,80,3,0
7003,3,1,1,779,3,1,1,2,1,4,1,2,0,2,17,1,1,1,218,84,120,70,118,10,0,234,130,3,0
7004,3,1,1,779,3,1,1,2,1,4,1,2,0,2,17,1,1,1,218,76,30,64,109,20,0,234,100,3,0
7005,3,1,1,779,3,1,1,2,1,4,1,2,0,2,17,1,1,1,166,76,60,64,109,30,0,144,130,3,0
7006,3,1,1,779,3,1,1,2,1,4,1,2,0,2,17,1,1,1,183,84,30,64,105,30,0,234,80,3,0
7007,3,1,1,779,3,1,1,2,1,4,1,2,0,2,17,1,1,1,183,76,30,70,90,10,0,144,100,3,0
7008,3,1,1,779,3,1,1,2,1,4,1,2,0,2,17,1,1,1,183,101,60,64,109,20,0,144,80,3,0
7009,3,1,1,779,3,1,1,2,1,4,1,2,0,2,17,1,1,1,218,101,30,70,118,30,0,144,130,3,0
7010,3,1,1,779,3,1,1,2,1,4,1,2,0,2,17,1,1,1,183,84,60,70,118,30,0,180,100,3,0
7011,3,1,1,780,3,1,1,2,1,4,1,2,0,2,18,1,1,1,241,119,120,143,122,30,0,170,105,2,0
7012,3,1,1,780,3,1,1,2,1,4,1,2,0,2,18,1,1,1,181,89,120,146,99,30,0,221,84,2,0
7013,3,1,1,780,3,1,1,2,1,4,1,2,0,2,18,1,1,1,241,89,120,150,105,20,0,136,84,3,0
