No.,demographic_prompt,other_prompt,target,persona
475,The female is a 40-year‑old none of the above without a university degree and has below‑median income.,The female strongly agrees COVID‑19 is a dangerous health threat. The female somewhat disagrees that COVID‑19 can be prevented by vaccination. The female somewhat disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female somewhat disagrees that the available vaccines are safe. The female strongly disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays more attention to new vaccine information than a year ago.,0,"The individual perceives COVID-19 as a significant health threat but harbors skepticism towards the effectiveness, safety, and equitable distribution of vaccines, leading to a cautious stance towards vaccination."
476,The female is a 40-year‑old none of the above without a university degree and has refused/ did not answer.,The female strongly agrees COVID‑19 is a dangerous health threat. The female is unsure whether COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female is unsure whether their government can deliver vaccines equally to everyone. The female is unsure whether the science behind COVID‑19 vaccines can be trusted. The female answers 'Unsure' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays about the same attention to new vaccine information as a year ago.,0,"The female displays a heightened concern about COVID-19 as a health threat, combined with significant uncertainty regarding vaccine safety and effectiveness, leading her to adopt a cautious stance towards vaccination."
477,The female is a 40-year‑old none of the above without a university degree and has below‑median income.,The female somewhat agrees COVID‑19 is a dangerous health threat. The female is unsure whether COVID‑19 can be prevented by vaccination. The female somewhat disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual is concerned about the dangers of COVID-19 but remains skeptical of the vaccine's safety and effectiveness, leading to uncertainty about vaccination as a preventive measure."
478,The female is a 41-year‑old none of the above without a university degree and has below‑median income.,The female somewhat disagrees that COVID‑19 is a dangerous health threat. The female somewhat disagrees that COVID‑19 can be prevented by vaccination. The female strongly disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female is unsure whether their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays less attention to new vaccine information than a year ago.,0,"The individual is skeptical about the effectiveness and safety of COVID-19 vaccines, questions the trustworthiness of scientific claims, and shows a low level of engagement with vaccine information."
479,The female is a 42-year‑old none of the above without a university degree and has above‑median income.,The female strongly agrees COVID‑19 is a dangerous health threat. The female is unsure whether COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female is unsure whether the available vaccines are safe. The female is unsure whether their government can deliver vaccines equally to everyone. The female somewhat disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual is a cautious, concerned person regarding COVID-19, expressing strong anxiety about the threat of the virus, while remaining uncertain about the efficacy and safety of vaccines."
480,The female is a 42-year‑old none of the above without a university degree and has below‑median income.,The female is unsure whether COVID‑19 is a dangerous health threat. The female is unsure whether COVID‑19 can be prevented by vaccination. The female somewhat agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The female somewhat disagrees that the available vaccines are safe. The female is unsure whether their government can deliver vaccines equally to everyone. The female somewhat disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'Unsure' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual displays uncertainty about COVID-19 as a health threat and the effectiveness and safety of vaccines, indicating a cautious and skeptical vaccination persona."
481,The female is a 43-year‑old none of the above without a university degree and has below‑median income.,The female strongly agrees COVID‑19 is a dangerous health threat. The female strongly agrees COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female is unsure whether the available vaccines are safe. The female is unsure whether their government can deliver vaccines equally to everyone. The female somewhat agrees the science behind COVID‑19 vaccines can be trusted. The female answers 'Unsure' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays more attention to new vaccine information than a year ago.,0,"The individual perceives COVID-19 as a significant threat and believes in the potential of vaccines for prevention, but harbors uncertainties about vaccine safety, government equity in distribution, and the science behind vaccines."
482,The female is a 44-year‑old none of the above without a university degree and has refused/ did not answer.,The female somewhat agrees COVID‑19 is a dangerous health threat. The female somewhat disagrees that COVID‑19 can be prevented by vaccination. The female somewhat disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female somewhat disagrees that the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female somewhat disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'Yes' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays more attention to new vaccine information than a year ago.,0,"The individual is somewhat concerned about COVID-19 as a health threat but displays skepticism towards the effectiveness and safety of vaccines, along with a distrust in the government's vaccination efforts and scientific reliability."
483,The female is a 44-year‑old none of the above without a university degree and has refused/ did not answer.,The female somewhat agrees COVID‑19 is a dangerous health threat. The female is unsure whether COVID‑19 can be prevented by vaccination. The female somewhat disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female is unsure whether the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female somewhat disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual exhibits moderate concern about COVID-19 as a health threat while expressing uncertainty about vaccine safety and effectiveness, alongside a distrust of governmental and scientific authority regarding vaccination."
484,The female is a 48-year‑old none of the above without a university degree and has above‑median income.,The female somewhat disagrees that COVID‑19 is a dangerous health threat. The female strongly agrees COVID‑19 can be prevented by vaccination. The female strongly disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female is unsure whether the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays less attention to new vaccine information than a year ago.,0,"The individual is skeptical about the safety and trustworthiness of COVID-19 vaccines, believes that vaccination can prevent the virus, but does not perceive COVID-19 as a significant health threat."
485,The female is a 48-year‑old none of the above without a university degree and has refused/ did not answer.,The female strongly agrees COVID‑19 is a dangerous health threat. The female somewhat disagrees that COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female is unsure whether the available vaccines are safe. The female is unsure whether their government can deliver vaccines equally to everyone. The female is unsure whether the science behind COVID‑19 vaccines can be trusted. The female answers 'Unsure' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual expresses strong concern about COVID-19 as a health threat but exhibits significant uncertainty regarding the effectiveness, safety, and equitable distribution of vaccines."
486,The female is a 50-year‑old none of the above without a university degree and has below‑median income.,The female somewhat agrees COVID‑19 is a dangerous health threat. The female somewhat disagrees that COVID‑19 can be prevented by vaccination. The female somewhat agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The female is unsure whether the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female somewhat disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual is somewhat uncertain about the safety and trustworthiness of COVID-19 vaccines, perceives a significant threat from the virus but remains skeptical about the effectiveness of vaccination in prevention, and lacks confidence in government distribution efforts."
487,The female is a 50-year‑old none of the above without a university degree and has below‑median income.,The female strongly agrees COVID‑19 is a dangerous health threat. The female is unsure whether COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female is unsure whether the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female is unsure whether the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays less attention to new vaccine information than a year ago.,0,"The person expresses strong concern about the dangers of COVID-19 but shows significant uncertainty regarding the efficacy and safety of vaccines, along with a mistrust of government and scientific information."
488,The female is a 51-year‑old none of the above without a university degree and has below‑median income.,The female strongly agrees COVID‑19 is a dangerous health threat. The female strongly agrees COVID‑19 can be prevented by vaccination. The female strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly agrees the available vaccines are safe. The female strongly agrees their government can deliver vaccines equally to everyone. The female strongly agrees the science behind COVID‑19 vaccines can be trusted. The female answers 'Yes' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual is a confident advocate for COVID-19 vaccination, perceiving it as a crucial and safe defense against a serious health threat."
489,The female is a 53-year‑old none of the above without a university degree and has above‑median income.,The female strongly disagrees that COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female strongly disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female strongly disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays about the same attention to new vaccine information as a year ago.,0,The individual is highly skeptical of COVID-19 vaccines and perceives both the disease and the vaccination efforts as unreliable.
490,The female is a 55-year‑old none of the above without a university degree and has above‑median income.,The female strongly agrees COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female strongly disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female strongly disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual is highly concerned about the dangers of COVID‑19 but distrusts vaccines, government delivery, and scientific claims, leading her to reject the idea of vaccination as a viable option for protection."
491,The female is a 55-year‑old none of the above without a university degree and has below‑median income.,The female somewhat disagrees that COVID‑19 is a dangerous health threat. The female somewhat disagrees that COVID‑19 can be prevented by vaccination. The female somewhat disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female somewhat disagrees that the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female somewhat disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual expresses skepticism about the dangers of COVID-19 and the efficacy and safety of vaccines, reflecting a cautious and distrustful vaccination persona."
492,The female is a 56-year‑old none of the above without a university degree and has below‑median income.,The female strongly agrees COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The female somewhat agrees the available vaccines are safe. The female somewhat agrees their government can deliver vaccines equally to everyone. The female somewhat agrees the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays less attention to new vaccine information than a year ago.,0,"The individual perceives COVID-19 as a significant health threat and recognizes the risks associated with the disease, but remains skeptical about the effectiveness of vaccines and pays less attention to new vaccine information over time."
493,The female is a 56-year‑old none of the above without a university degree and has above‑median income.,The female strongly agrees COVID‑19 is a dangerous health threat. The female somewhat agrees COVID‑19 can be prevented by vaccination. The female strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The female is unsure whether the available vaccines are safe. The female strongly agrees their government can deliver vaccines equally to everyone. The female is unsure whether the science behind COVID‑19 vaccines can be trusted. The female answers 'Yes' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual perceives COVID-19 as a significant threat and recognizes the vaccine's role in prevention, yet harbors uncertainty about vaccine safety and trust in the underlying science."
494,The female is a 57-year‑old none of the above without a university degree and has below‑median income.,The female strongly disagrees that COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female somewhat disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female strongly disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays less attention to new vaccine information than a year ago.,0,"The individual exhibits a strong skepticism towards the COVID-19 vaccines, perceiving them as unsafe and ineffective, while also expressing distrust in the government's ability to administer vaccinations fairly."
495,The female is a 58-year‑old none of the above without a university degree and has below‑median income.,The female somewhat agrees COVID‑19 is a dangerous health threat. The female somewhat disagrees that COVID‑19 can be prevented by vaccination. The female somewhat disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female somewhat disagrees that the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female somewhat disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays more attention to new vaccine information than a year ago.,0,"The individual expresses significant skepticism about the safety and effectiveness of COVID-19 vaccines, alongside concerns about equitable access and trust in governmental health measures, despite acknowledging COVID-19 as a significant health threat."
496,The female is a 58-year‑old none of the above without a university degree and has below‑median income.,The female somewhat disagrees that COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female strongly disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female strongly disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual exhibits strong skepticism toward the effectiveness and safety of COVID-19 vaccines, combined with distrust in governmental and scientific authority regarding vaccination."
497,The female is a 59-year‑old none of the above without a university degree and has above‑median income.,The female is unsure whether COVID‑19 is a dangerous health threat. The female somewhat disagrees that COVID‑19 can be prevented by vaccination. The female somewhat disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female somewhat disagrees that the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays about the same attention to new vaccine information as a year ago.,0,The individual expresses significant skepticism about the safety and efficacy of COVID-19 vaccines and indicates a lack of trust in governmental vaccine distribution and scientific endorsements.
498,The female is a 59-year‑old none of the above without a university degree and has refused/ did not answer.,The female strongly agrees COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female is unsure whether the available vaccines are safe. The female somewhat agrees their government can deliver vaccines equally to everyone. The female somewhat disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'Unsure' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays less attention to new vaccine information than a year ago.,0,"The individual perceives COVID-19 as a significant threat but harbors doubt about the effectiveness and safety of vaccines, indicating a cautious and skeptical vaccination persona."
499,The female is a 59-year‑old none of the above without a university degree and has refused/ did not answer.,The female is unsure whether COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female somewhat disagrees that the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female somewhat disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual exhibits skepticism towards the effectiveness and safety of COVID-19 vaccines, expressing uncertainty about the associated risks and trust in governmental and scientific institutions."
500,The female is a 60-year‑old none of the above without a university degree and has below‑median income.,The female somewhat agrees COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female strongly disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female is unsure whether their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays less attention to new vaccine information than a year ago.,0,"The individual exhibits significant skepticism towards COVID-19 vaccinations, perceiving them as unsafe and ineffective, while acknowledging the virus as a serious health threat."
501,The female is a 60-year‑old none of the above without a university degree and has below‑median income.,The female somewhat agrees COVID‑19 is a dangerous health threat. The female is unsure whether COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female strongly disagrees that their government can deliver vaccines equally to everyone. The female is unsure whether the science behind COVID‑19 vaccines can be trusted. The female answers 'Unsure' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays about the same attention to new vaccine information as a year ago.,0,"The female exhibits significant skepticism towards vaccine safety and government trust, coupled with uncertainty about the efficacy of COVID-19 vaccinations, indicating a cautious and doubtful vaccination persona."
502,The female is a 60-year‑old none of the above without a university degree and has below‑median income.,The female somewhat disagrees that COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female somewhat disagrees that the available vaccines are safe. The female strongly agrees their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'Yes' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays less attention to new vaccine information than a year ago.,0,The individual exhibits skepticism about the effectiveness and safety of COVID-19 vaccines while expressing trust in equitable vaccine distribution by the government.
503,The female is a 61-year‑old none of the above without a university degree and has below‑median income.,The female is unsure whether COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female somewhat disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female somewhat disagrees that the available vaccines are safe. The female strongly agrees their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays less attention to new vaccine information than a year ago.,0,"The individual exhibits skepticism towards the safety and efficacy of COVID-19 vaccines, doubts the seriousness of the health threat posed by the virus, and shows a decreasing interest in vaccine information."
504,The female is a 61-year‑old none of the above without a university degree and has refused/ did not answer.,The female strongly disagrees that COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female is unsure whether the available vaccines are safe. The female is unsure whether their government can deliver vaccines equally to everyone. The female is unsure whether the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual exhibits skepticism towards the COVID-19 threat and vaccine effectiveness, showing uncertainty about vaccine safety and government trust, while maintaining a consistent level of engagement with vaccine information."
505,The female is a 62-year‑old none of the above without a university degree and has below‑median income.,The female somewhat disagrees that COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female strongly disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female is unsure whether their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual expresses strong skepticism towards the safety and effectiveness of COVID-19 vaccines, perceives COVID-19 as less threatening, and shows uncertainty regarding government equitable vaccine distribution."
506,The female is a 63-year‑old none of the above without a university degree and has refused/ did not answer.,The female somewhat agrees COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female strongly disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual perceives COVID-19 as a serious threat but strongly distrusts the safety of vaccines and the government's ability to provide equitable vaccination, leading to a cautious and skeptical vaccination persona."
507,The female is a 63-year‑old none of the above without a university degree and has below‑median income.,The female strongly agrees COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female strongly disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female strongly disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'Yes' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays about the same attention to new vaccine information as a year ago.,0,The individual perceives COVID-19 as a serious threat but has strong doubts about the safety and effectiveness of vaccines and the government's ability to provide equitable vaccination.
508,The female is a 63-year‑old none of the above without a university degree and has below‑median income.,The female strongly disagrees that COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female strongly disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female strongly disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'Unsure' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays more attention to new vaccine information than a year ago.,0,"The individual is skeptical of COVID-19 vaccination and its associated benefits, demonstrating significant distrust towards both the safety of vaccines and the government's role in vaccine distribution."
509,The female is a 64-year‑old none of the above without a university degree and has below‑median income.,The female somewhat agrees COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female somewhat agrees their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual perceives COVID-19 as a serious threat but harbors significant doubts about the safety and efficacy of vaccines, indicating a skeptical vaccination persona."
510,The female is a 70-year‑old none of the above without a university degree and has below‑median income.,The female strongly agrees COVID‑19 is a dangerous health threat. The female is unsure whether COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female somewhat disagrees that the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'Unsure' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays more attention to new vaccine information than a year ago.,0,"The individual expresses significant concern about COVID-19 as a health threat but remains skeptical about the safety and efficacy of vaccines, indicating uncertainty about vaccination while seeking more information."
511,The female is a 70-year‑old none of the above without a university degree and has above‑median income.,The female somewhat agrees COVID‑19 is a dangerous health threat. The female somewhat agrees COVID‑19 can be prevented by vaccination. The female somewhat agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The female is unsure whether the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female somewhat disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual exhibits moderate concern about COVID-19 as a health threat and recognizes vaccination's potential to provide protection, but harbors doubts about the safety of vaccines and the trustworthiness of government and scientific messaging."
512,The female is a 70-year‑old none of the above without a university degree and has below‑median income.,The female somewhat agrees COVID‑19 is a dangerous health threat. The female somewhat disagrees that COVID‑19 can be prevented by vaccination. The female somewhat disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays about the same attention to new vaccine information as a year ago.,0,"The individual expresses significant skepticism regarding the safety and effectiveness of COVID-19 vaccines, while acknowledging the threat posed by the virus."
513,The female is a 71-year‑old none of the above without a university degree and has below‑median income.,The female strongly agrees COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female is unsure whether their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'Unsure' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 within the past year. The female pays less attention to new vaccine information than a year ago.,0,"The individual exhibits a strong perception of COVID-19 as a serious threat but simultaneously harbors significant distrust in the safety and efficacy of vaccines, leading to skepticism about vaccination as a preventive measure."
514,The female is a 71-year‑old none of the above without a university degree and has below‑median income.,The female somewhat disagrees that COVID‑19 is a dangerous health threat. The female somewhat disagrees that COVID‑19 can be prevented by vaccination. The female somewhat disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The female strongly disagrees that the available vaccines are safe. The female strongly disagrees that their government can deliver vaccines equally to everyone. The female strongly disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female and her family have not had COVID‑19. The female pays about the same attention to new vaccine information as a year ago.,0,The individual exhibits a skeptical attitude toward the safety and efficacy of COVID-19 vaccines and expresses distrust in both government and scientific authorities regarding vaccination efforts.
515,The female is a 71-year‑old none of the above without a university degree and has above‑median income.,The female somewhat disagrees that COVID‑19 is a dangerous health threat. The female strongly disagrees that COVID‑19 can be prevented by vaccination. The female is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The female is unsure whether the available vaccines are safe. The female somewhat disagrees that their government can deliver vaccines equally to everyone. The female somewhat disagrees that the science behind COVID‑19 vaccines can be trusted. The female answers 'No' to whether the vaccine protects against long COVID. The female or a family member got sick with COVID‑19 more than a year ago. The female pays about the same attention to new vaccine information as a year ago.,0,The individual exhibits skepticism towards the effectiveness and safety of COVID-19 vaccines while expressing doubts about both the threat of the virus and the government's ability to provide equitable access to vaccination.
